Member_number,Date,itemDescription,category
2129,18-03-2015,fruit/vegetable juice,Fruits
1684,03-01-2015,oil,Condiments
4240,18-09-2015,brown bread,Bakery
2750,14-09-2015,onions,Vegetables
1379,13-07-2015,butter milk,Dairy
4243,22-08-2015,specialty cheese,Dairy
2469,12-01-2015,pasta,Grains & Pasta
2346,17-09-2015,coffee,Beverages
2366,18-08-2015,UHT-milk,Dairy
2374,23-06-2015,whole milk,Dairy
1721,15-10-2015,margarine,Meat
2877,10-04-2015,root vegetables,Vegetables
3848,11-10-2015,whole milk,Dairy
4344,01-03-2015,soda,Beverages
3475,10-06-2015,misc. beverages,Beverages
3650,17-07-2015,white bread,Bakery
2318,16-01-2015,whipped/sour cream,Dairy
1776,02-03-2015,yogurt,Dairy
3120,07-07-2015,pastry,Bakery
1194,13-05-2015,pastry,Bakery
2089,17-04-2015,brown bread,Bakery
2095,06-04-2015,rolls/buns,Bakery
1736,29-08-2015,whole milk,Dairy
3718,12-07-2015,processed cheese,Dairy
4950,22-04-2015,margarine,Meat
2481,24-11-2015,rice,Grains & Pasta
1296,06-11-2015,beverages,Beverages
2824,07-12-2015,chewing gum,Snacks
4852,29-06-2015,pasta,Grains & Pasta
1648,27-02-2015,rolls/buns,Bakery
3307,06-10-2015,chocolate,Dairy
4259,24-06-2015,shopping bags,Dry Goods
2587,02-06-2015,UHT-milk,Dairy
4303,08-04-2015,cream cheese ,Dairy
1325,26-05-2015,mustard,Condiments
3351,14-10-2015,other vegetables,Vegetables
1623,18-01-2015,roll products ,Baby Products
3119,20-02-2015,liquor,Beverages
1211,24-05-2015,specialty bar,Bakery
4146,09-02-2015,rolls/buns,Bakery
1753,26-02-2015,butter milk,Dairy
4664,26-05-2015,waffles,Snacks
3827,03-11-2015,curd,Meat
1098,27-09-2015,cat food,Snacks
4338,27-08-2015,flour,Grains & Pasta
3712,20-12-2015,yogurt,Dairy
1505,27-10-2015,potato products,Baby Products
4478,02-08-2015,domestic eggs,Household
4150,23-08-2015,dessert,Bakery
1118,25-12-2015,pastry,Bakery
2537,07-05-2015,candy,Snacks
1996,10-05-2015,flower (seeds),Fruits
4267,13-09-2015,yogurt,Dairy
4424,16-10-2015,hygiene articles,Personal Care
1948,06-05-2015,frozen vegetables,Vegetables
3495,01-02-2015,oil,Condiments
2327,18-03-2015,margarine,Meat
3356,12-01-2015,butter,Dairy
3926,23-03-2015,sliced cheese,Dairy
4105,03-12-2015,condensed milk,Dairy
1884,05-08-2015,UHT-milk,Dairy
4799,09-02-2015,pasta,Grains & Pasta
4915,18-09-2015,domestic eggs,Household
2643,01-12-2015,fruit/vegetable juice,Fruits
3927,03-09-2015,pastry,Bakery
2410,18-11-2015,soft cheese,Dairy
1855,28-04-2015,whipped/sour cream,Dairy
1245,02-03-2015,shopping bags,Dry Goods
3138,19-04-2015,salty snack,Snacks
1178,19-04-2015,salt,Seafood
1870,05-09-2015,sliced cheese,Dairy
4660,10-07-2015,pastry,Bakery
3241,09-08-2015,rolls/buns,Bakery
4661,18-04-2015,rolls/buns,Bakery
2407,10-03-2015,coffee,Beverages
2440,19-06-2015,waffles,Snacks
4634,15-05-2015,soda,Beverages
4112,14-02-2015,canned beer,Canned Goods
2428,21-08-2015,rolls/buns,Bakery
3604,14-03-2015,whole milk,Dairy
3671,03-08-2015,onions,Vegetables
2880,19-06-2015,margarine,Meat
3946,19-06-2015,napkins,Condiments
4495,20-06-2015,butter milk,Dairy
3355,02-12-2015,newspapers,Bakery
3959,27-05-2015,dishes,Seafood
1583,23-11-2015,brown bread,Bakery
3998,28-03-2015,rolls/buns,Bakery
4509,29-11-2015,sliced cheese,Dairy
1008,03-10-2015,dessert,Bakery
4894,23-12-2015,chocolate,Dairy
4252,10-04-2015,frozen dessert,Frozen
3428,16-03-2015,frozen meals,Frozen
1988,08-09-2015,bottled water,Beverages
4662,19-10-2015,butter milk,Dairy
3165,27-11-2015,rolls/buns,Bakery
1920,16-02-2015,flour,Grains & Pasta
4157,04-01-2015,whole milk,Dairy
1945,30-04-2015,other vegetables,Vegetables
4104,27-07-2015,sugar,Snacks
2865,14-05-2015,frozen meals,Frozen
4788,28-04-2015,soda,Beverages
1903,25-01-2015,ketchup,Condiments
3578,16-05-2015,citrus fruit,Fruits
2238,06-12-2015,yogurt,Dairy
3671,11-10-2015,shopping bags,Dry Goods
3088,03-12-2015,yogurt,Dairy
1832,17-04-2015,flour,Grains & Pasta
4785,13-09-2015,shopping bags,Dry Goods
1322,19-10-2015,hygiene articles,Personal Care
4439,18-03-2015,artif. sweetener,Dairy
1698,26-06-2015,shopping bags,Dry Goods
3558,25-04-2015,brown bread,Bakery
3026,01-01-2015,bottled water,Beverages
1127,15-10-2015,UHT-milk,Dairy
4153,05-02-2015,brown bread,Bakery
4258,22-04-2015,hygiene articles,Personal Care
2582,14-11-2015,cat food,Snacks
1466,01-12-2015,seasonal products,Baby Products
4185,16-01-2015,rolls/buns,Bakery
1889,09-02-2015,candles,Beverages
3396,14-05-2015,sparkling wine,Beverages
3412,26-01-2015,oil,Condiments
3321,13-07-2015,white wine,Beverages
3484,21-11-2015,brandy,Beverages
1937,17-10-2015,whipped/sour cream,Dairy
2101,20-12-2015,canned beer,Canned Goods
4006,18-12-2015,other vegetables,Vegetables
3732,18-07-2015,pastry,Bakery
1276,28-04-2015,bottled beer,Beverages
4916,01-03-2015,detergent,Cleaning Supplies
2040,06-04-2015,candy,Snacks
2255,01-05-2015,oil,Condiments
1239,25-07-2015,bottled water,Beverages
4992,20-06-2015,sparkling wine,Beverages
3225,12-06-2015,soda,Beverages
2421,21-11-2015,long life bakery product,Bakery
3303,25-01-2015,whole milk,Dairy
3455,13-09-2015,margarine,Meat
1484,07-10-2015,soft cheese,Dairy
3591,11-05-2015,dental care,Personal Care
4613,17-05-2015,shopping bags,Dry Goods
1676,11-10-2015,dishes,Seafood
1259,21-11-2015,napkins,Condiments
3930,12-07-2015,soft cheese,Dairy
3995,26-06-2015,brown bread,Bakery
1038,14-12-2015,cake bar,Bakery
4794,06-09-2015,other vegetables,Vegetables
3960,21-09-2015,specialty bar,Bakery
3077,05-01-2015,shopping bags,Dry Goods
1161,14-03-2015,spread cheese,Dairy
1800,16-04-2015,hygiene articles,Personal Care
1717,09-11-2015,margarine,Meat
1888,06-06-2015,butter milk,Dairy
2138,04-03-2015,shopping bags,Dry Goods
1866,13-02-2015,baking powder,Bakery
4745,29-09-2015,shopping bags,Dry Goods
1269,12-09-2015,butter milk,Dairy
4721,15-06-2015,spices,Spices & Seasonings
2885,22-03-2015,sliced cheese,Dairy
1435,24-04-2015,rolls/buns,Bakery
1887,03-02-2015,whipped/sour cream,Dairy
4776,26-03-2015,candy,Snacks
4313,16-05-2015,bottled beer,Beverages
3545,28-08-2015,whole milk,Dairy
2307,12-03-2015,shopping bags,Dry Goods
1215,18-01-2015,sliced cheese,Dairy
1428,18-01-2015,yogurt,Dairy
4297,27-10-2015,specialty bar,Bakery
1812,14-10-2015,margarine,Meat
2217,02-12-2015,domestic eggs,Household
2378,15-04-2015,soda,Beverages
2397,23-06-2015,whipped/sour cream,Dairy
3419,20-08-2015,cream cheese ,Dairy
4131,29-03-2015,rolls/buns,Bakery
2220,04-08-2015,yogurt,Dairy
3870,21-03-2015,frozen fish,Frozen
1483,14-06-2015,rolls/buns,Bakery
3449,29-11-2015,brown bread,Bakery
1959,13-12-2015,pot plants,Vegetables
4825,17-01-2015,bottled water,Beverages
3289,02-05-2015,whipped/sour cream,Dairy
1256,29-08-2015,oil,Condiments
3369,23-03-2015,abrasive cleaner,Cleaning Supplies
2191,25-10-2015,yogurt,Dairy
4645,06-12-2015,yogurt,Dairy
3818,08-08-2015,cat food,Snacks
3857,04-11-2015,canned beer,Canned Goods
3651,31-07-2015,cream cheese ,Dairy
3689,29-07-2015,soda,Beverages
2361,03-10-2015,soda,Beverages
2513,15-12-2015,zwieback,Frozen
2110,29-07-2015,soda,Beverages
4895,21-07-2015,salty snack,Snacks
2756,31-07-2015,processed cheese,Dairy
1960,09-01-2015,pastry,Bakery
3924,29-10-2015,curd,Meat
3020,27-08-2015,specialty fat,Seafood
4531,10-08-2015,pastry,Bakery
4901,14-02-2015,pasta,Grains & Pasta
3787,24-09-2015,salty snack,Snacks
3688,24-09-2015,soap,Seafood
4717,10-04-2015,shopping bags,Dry Goods
2210,25-09-2015,sweet spreads,Fruits
4152,29-05-2015,bottled beer,Beverages
4507,18-06-2015,softener,Baby Products
1118,13-05-2015,curd,Meat
4953,07-05-2015,salty snack,Snacks
4417,21-01-2015,sparkling wine,Beverages
2358,15-12-2015,dishes,Seafood
3122,05-02-2015,bottled water,Beverages
3920,10-05-2015,napkins,Condiments
4592,08-12-2015,oil,Condiments
1326,09-11-2015,canned beer,Canned Goods
3729,29-11-2015,instant coffee,Beverages
2627,31-10-2015,frozen vegetables,Vegetables
3393,07-11-2015,newspapers,Bakery
4302,03-08-2015,salty snack,Snacks
1734,15-02-2015,frozen vegetables,Vegetables
3635,26-02-2015,frozen dessert,Frozen
3232,18-12-2015,frozen vegetables,Vegetables
2805,18-04-2015,pastry,Bakery
2214,19-01-2015,butter milk,Dairy
4725,02-12-2015,rolls/buns,Bakery
4975,02-11-2015,soda,Beverages
3393,23-02-2015,candy,Snacks
4456,08-08-2015,bottled water,Beverages
4744,29-08-2015,candy,Snacks
1264,30-07-2015,mayonnaise,Condiments
3104,18-05-2015,fruit/vegetable juice,Fruits
4966,25-01-2015,fruit/vegetable juice,Fruits
4183,15-01-2015,shopping bags,Dry Goods
3786,10-02-2015,baking powder,Bakery
3299,28-02-2015,hard cheese,Dairy
1656,07-07-2015,bottled water,Beverages
4753,05-03-2015,bottled beer,Beverages
2857,18-04-2015,soda,Beverages
3692,18-10-2015,yogurt,Dairy
2613,23-08-2015,newspapers,Bakery
3509,08-07-2015,oil,Condiments
3048,06-10-2015,white wine,Beverages
1160,21-08-2015,bottled beer,Beverages
2629,26-04-2015,hard cheese,Dairy
1444,06-06-2015,whole milk,Dairy
2578,01-12-2015,yogurt,Dairy
4184,28-06-2015,white bread,Bakery
3201,27-11-2015,soap,Seafood
3311,02-05-2015,rolls/buns,Bakery
4294,08-01-2015,bottled water,Beverages
2283,18-01-2015,margarine,Meat
3325,07-11-2015,other vegetables,Vegetables
3621,02-11-2015,butter,Dairy
1968,03-10-2015,newspapers,Bakery
3717,01-04-2015,frozen vegetables,Vegetables
4704,18-08-2015,coffee,Beverages
3904,11-05-2015,curd,Meat
2336,07-10-2015,rolls/buns,Bakery
3546,22-11-2015,Instant food products,Baby Products
3797,23-08-2015,processed cheese,Dairy
4607,15-12-2015,pastry,Bakery
4522,18-05-2015,pickled vegetables,Vegetables
4695,13-10-2015,canned fish,Canned Goods
4919,30-03-2015,salty snack,Snacks
3289,15-03-2015,misc. beverages,Beverages
1200,26-09-2015,canned fish,Canned Goods
3789,06-09-2015,shopping bags,Dry Goods
1289,08-11-2015,canned beer,Canned Goods
2415,29-04-2015,soda,Beverages
1943,30-09-2015,potato products,Baby Products
3685,26-08-2015,female sanitary products,Baby Products
3447,27-11-2015,soda,Beverages
2164,08-10-2015,coffee,Beverages
4107,05-02-2015,mustard,Condiments
2744,19-05-2015,sugar,Snacks
1051,12-08-2015,dishes,Seafood
2087,09-04-2015,pastry,Bakery
1020,13-10-2015,frozen fish,Frozen
2443,12-01-2015,napkins,Condiments
4911,07-01-2015,cleaner,Cleaning Supplies
3835,16-09-2015,long life bakery product,Bakery
2363,22-05-2015,white wine,Beverages
2344,19-04-2015,oil,Condiments
3911,15-02-2015,soda,Beverages
1450,08-07-2015,instant coffee,Beverages
3495,18-11-2015,oil,Condiments
1625,27-11-2015,napkins,Condiments
3265,09-12-2015,domestic eggs,Household
3247,01-11-2015,dishes,Seafood
1777,08-07-2015,brown bread,Bakery
1862,05-09-2015,seasonal products,Baby Products
2942,01-02-2015,flower (seeds),Fruits
2932,22-01-2015,newspapers,Bakery
4049,01-08-2015,whole milk,Dairy
1954,06-08-2015,bottled beer,Beverages
2321,16-06-2015,other vegetables,Vegetables
2930,23-03-2015,fruit/vegetable juice,Fruits
3214,27-03-2015,baking powder,Bakery
4877,20-06-2015,frozen vegetables,Vegetables
1277,07-06-2015,pot plants,Vegetables
2239,13-12-2015,whole milk,Dairy
4929,26-03-2015,margarine,Meat
1390,02-03-2015,house keeping products,Household
1870,09-09-2015,brown bread,Bakery
3405,03-04-2015,margarine,Meat
2338,08-12-2015,whole milk,Dairy
2051,11-09-2015,whipped/sour cream,Dairy
3504,06-07-2015,soda,Beverages
3405,13-04-2015,fruit/vegetable juice,Fruits
2512,02-09-2015,coffee,Beverages
4038,06-11-2015,yogurt,Dairy
1759,26-09-2015,oil,Condiments
2813,01-10-2015,female sanitary products,Baby Products
3055,18-08-2015,soft cheese,Dairy
1733,18-03-2015,oil,Condiments
1913,18-08-2015,whipped/sour cream,Dairy
4864,27-03-2015,pot plants,Vegetables
4812,27-05-2015,margarine,Meat
3042,05-10-2015,whole milk,Dairy
4988,04-10-2015,specialty chocolate,Dairy
4486,21-07-2015,rolls/buns,Bakery
4069,03-05-2015,pot plants,Vegetables
4600,14-07-2015,whipped/sour cream,Dairy
3588,05-05-2015,hard cheese,Dairy
4175,29-01-2015,napkins,Condiments
2599,30-07-2015,yogurt,Dairy
4671,15-07-2015,sugar,Snacks
2270,09-06-2015,yogurt,Dairy
2494,05-05-2015,semi-finished bread,Bakery
1406,28-12-2015,waffles,Snacks
3910,18-12-2015,packaged fruit/vegetables,Vegetables
3358,21-02-2015,fruit/vegetable juice,Fruits
1943,14-01-2015,UHT-milk,Dairy
1995,12-06-2015,root vegetables,Vegetables
4666,24-02-2015,whole milk,Dairy
1994,11-03-2015,whole milk,Dairy
4892,09-01-2015,curd,Meat
3531,29-08-2015,dishes,Seafood
1148,15-04-2015,dog food,Pet Supplies
1787,31-10-2015,packaged fruit/vegetables,Vegetables
4215,31-05-2015,oil,Condiments
2158,01-08-2015,fruit/vegetable juice,Fruits
2510,29-09-2015,bottled water,Beverages
3180,19-10-2015,bathroom cleaner,Cleaning Supplies
3207,08-08-2015,napkins,Condiments
1226,12-11-2015,vinegar,Condiments
1682,25-06-2015,soda,Beverages
1509,04-11-2015,hard cheese,Dairy
2364,21-06-2015,coffee,Beverages
4679,10-11-2015,bottled water,Beverages
4324,05-01-2015,white wine,Beverages
3497,14-06-2015,cling film/bags,Cleaning Supplies
1008,21-07-2015,domestic eggs,Household
4572,29-10-2015,bottled beer,Beverages
4030,04-07-2015,cake bar,Bakery
2422,12-08-2015,bottled water,Beverages
2694,24-11-2015,frozen fish,Frozen
3481,03-08-2015,rolls/buns,Bakery
3821,03-01-2015,newspapers,Bakery
3752,20-08-2015,flour,Grains & Pasta
3262,08-12-2015,soups,Meat
1370,28-06-2015,rolls/buns,Bakery
1090,31-08-2015,napkins,Condiments
3862,18-11-2015,butter,Dairy
4495,08-04-2015,white bread,Bakery
2492,01-11-2015,newspapers,Bakery
4688,01-08-2015,white bread,Bakery
3633,14-07-2015,brown bread,Bakery
3709,08-08-2015,specialty cheese,Dairy
1220,09-02-2015,rolls/buns,Bakery
4236,25-11-2015,frozen vegetables,Vegetables
3308,19-08-2015,yogurt,Dairy
1183,12-06-2015,other vegetables,Vegetables
1999,24-08-2015,coffee,Beverages
4828,11-10-2015,shopping bags,Dry Goods
3608,12-10-2015,waffles,Snacks
3983,09-09-2015,long life bakery product,Bakery
3460,24-07-2015,cream cheese ,Dairy
1703,21-02-2015,whipped/sour cream,Dairy
3002,13-08-2015,seasonal products,Baby Products
4836,17-08-2015,whole milk,Dairy
1561,05-06-2015,flour,Grains & Pasta
4731,04-04-2015,yogurt,Dairy
3812,13-11-2015,domestic eggs,Household
2097,01-10-2015,shopping bags,Dry Goods
4986,28-01-2015,other vegetables,Vegetables
4742,15-11-2015,ready soups,Frozen
2502,15-04-2015,curd,Meat
1135,10-07-2015,butter,Dairy
2403,14-02-2015,margarine,Meat
4234,17-07-2015,baking powder,Bakery
4068,11-12-2015,specialty bar,Bakery
2311,30-06-2015,fruit/vegetable juice,Fruits
1353,21-01-2015,specialty bar,Bakery
3251,05-07-2015,frozen meals,Frozen
1748,08-03-2015,whole milk,Dairy
1638,12-03-2015,bottled beer,Beverages
2170,10-02-2015,fruit/vegetable juice,Fruits
3903,06-02-2015,margarine,Meat
1245,27-06-2015,processed cheese,Dairy
3237,28-06-2015,other vegetables,Vegetables
4908,20-05-2015,UHT-milk,Dairy
1780,12-07-2015,newspapers,Bakery
1438,11-05-2015,whipped/sour cream,Dairy
1265,19-01-2015,domestic eggs,Household
3669,10-02-2015,processed cheese,Dairy
2412,13-03-2015,bottled beer,Beverages
1818,10-09-2015,rolls/buns,Bakery
2601,27-06-2015,baking powder,Bakery
1905,31-07-2015,candy,Snacks
1407,26-06-2015,pastry,Bakery
3754,02-01-2015,margarine,Meat
2743,05-05-2015,yogurt,Dairy
2211,22-09-2015,processed cheese,Dairy
4138,12-06-2015,waffles,Snacks
4141,12-11-2015,brown bread,Bakery
4826,15-06-2015,rolls/buns,Bakery
2685,07-10-2015,butter,Dairy
3793,02-07-2015,flower (seeds),Fruits
4687,23-09-2015,frozen vegetables,Vegetables
2277,18-01-2015,canned beer,Canned Goods
4518,20-07-2015,butter,Dairy
1997,28-12-2015,pastry,Bakery
4114,07-08-2015,house keeping products,Household
1097,25-09-2015,bottled water,Beverages
2568,22-09-2015,other vegetables,Vegetables
1997,20-08-2015,bottled beer,Beverages
4987,07-01-2015,domestic eggs,Household
2404,02-06-2015,cocoa drinks,Beverages
1619,04-03-2015,flower (seeds),Fruits
3640,13-03-2015,coffee,Beverages
4537,27-10-2015,sliced cheese,Dairy
3519,30-07-2015,other vegetables,Vegetables
3587,08-06-2015,canned beer,Canned Goods
1232,01-07-2015,bottled water,Beverages
2597,15-08-2015,bottled beer,Beverages
1878,10-01-2015,candy,Snacks
2860,01-03-2015,light bulbs,Vegetables
4006,14-06-2015,kitchen towels,Dry Goods
4536,13-09-2015,sliced cheese,Dairy
4180,04-06-2015,semi-finished bread,Bakery
1384,23-03-2015,bottled beer,Beverages
3322,11-10-2015,whole milk,Dairy
2543,13-08-2015,brown bread,Bakery
3763,27-06-2015,frozen vegetables,Vegetables
4459,08-02-2015,white bread,Bakery
2736,25-05-2015,soda,Beverages
1549,18-03-2015,coffee,Beverages
2047,20-12-2015,bottled water,Beverages
3754,22-01-2015,roll products ,Baby Products
2667,16-06-2015,shopping bags,Dry Goods
1829,19-06-2015,male cosmetics,Baby Products
1376,30-06-2015,cream cheese ,Dairy
2953,04-01-2015,rolls/buns,Bakery
3465,14-06-2015,pickled vegetables,Vegetables
3120,23-12-2015,whipped/sour cream,Dairy
1301,07-01-2015,frozen vegetables,Vegetables
1865,18-10-2015,yogurt,Dairy
2772,04-12-2015,pastry,Bakery
1875,22-05-2015,oil,Condiments
3358,29-03-2015,rolls/buns,Bakery
3255,05-11-2015,newspapers,Bakery
3877,27-05-2015,chocolate,Dairy
1480,24-08-2015,tidbits,Fruits
2850,27-03-2015,beef,Meat
1699,07-07-2015,rolls/buns,Bakery
3258,20-05-2015,bottled water,Beverages
4717,03-05-2015,whole milk,Dairy
3307,28-06-2015,baking powder,Bakery
2332,15-12-2015,rolls/buns,Bakery
2431,27-10-2015,cereals,Breakfast & Cereal
2312,26-03-2015,other vegetables,Vegetables
2232,15-01-2015,whisky,Beverages
3998,14-12-2015,whipped/sour cream,Dairy
3054,28-06-2015,yogurt,Dairy
4550,26-03-2015,other vegetables,Vegetables
1075,20-07-2015,dishes,Seafood
3898,11-04-2015,soda,Beverages
3374,27-08-2015,brandy,Beverages
4262,25-04-2015,newspapers,Bakery
1151,17-09-2015,pastry,Bakery
3669,17-01-2015,margarine,Meat
4222,27-12-2015,whipped/sour cream,Dairy
1914,04-06-2015,root vegetables,Vegetables
1306,20-11-2015,rolls/buns,Bakery
4229,20-08-2015,pastry,Bakery
2145,12-12-2015,chewing gum,Snacks
1977,12-01-2015,canned beer,Canned Goods
4552,19-06-2015,yogurt,Dairy
4013,18-03-2015,bottled beer,Beverages
4566,30-08-2015,napkins,Condiments
3111,23-12-2015,waffles,Snacks
3699,12-12-2015,butter,Dairy
2895,14-08-2015,whole milk,Dairy
3868,19-08-2015,pastry,Bakery
3215,24-04-2015,specialty cheese,Dairy
2461,04-10-2015,whole milk,Dairy
1452,25-11-2015,rice,Grains & Pasta
4618,16-12-2015,butter,Dairy
4721,23-05-2015,margarine,Meat
2712,21-06-2015,whole milk,Dairy
1458,24-08-2015,specialty bar,Bakery
3746,09-11-2015,whipped/sour cream,Dairy
3596,20-04-2015,canned beer,Canned Goods
4120,11-12-2015,softener,Baby Products
3215,21-07-2015,sliced cheese,Dairy
1674,02-04-2015,kitchen towels,Dry Goods
3310,14-05-2015,domestic eggs,Household
4783,01-06-2015,other vegetables,Vegetables
3741,14-06-2015,candles,Beverages
2466,10-10-2015,bottled water,Beverages
1653,07-12-2015,butter milk,Dairy
2070,28-06-2015,bottled water,Beverages
1749,04-01-2015,soft cheese,Dairy
2625,18-02-2015,newspapers,Bakery
3002,21-01-2015,light bulbs,Vegetables
1064,25-07-2015,other vegetables,Vegetables
2127,19-11-2015,ice cream,Dairy
4392,16-08-2015,other vegetables,Vegetables
1649,26-05-2015,yogurt,Dairy
4375,29-04-2015,canned beer,Canned Goods
1699,25-09-2015,sweet spreads,Fruits
2682,01-12-2015,cream cheese ,Dairy
2022,03-06-2015,soft cheese,Dairy
2669,29-03-2015,pastry,Bakery
3025,19-10-2015,white bread,Bakery
3019,19-12-2015,rolls/buns,Bakery
4801,04-08-2015,beverages,Beverages
3679,25-09-2015,domestic eggs,Household
3380,16-02-2015,misc. beverages,Beverages
3354,29-11-2015,waffles,Snacks
1756,23-09-2015,soda,Beverages
3172,01-03-2015,dish cleaner,Cleaning Supplies
3341,15-12-2015,shopping bags,Dry Goods
1113,05-08-2015,baking powder,Bakery
3339,08-12-2015,butter milk,Dairy
3015,10-10-2015,coffee,Beverages
3144,27-04-2015,rolls/buns,Bakery
4106,06-03-2015,condensed milk,Dairy
1798,01-01-2015,curd,Meat
1493,22-05-2015,hygiene articles,Personal Care
4454,23-12-2015,oil,Condiments
2935,09-01-2015,newspapers,Bakery
3328,12-09-2015,soda,Beverages
3915,30-09-2015,brown bread,Bakery
1968,21-08-2015,rolls/buns,Bakery
4355,13-03-2015,long life bakery product,Bakery
1580,07-08-2015,domestic eggs,Household
3703,24-01-2015,yogurt,Dairy
1497,18-04-2015,coffee,Beverages
1340,13-03-2015,rolls/buns,Bakery
1102,27-06-2015,detergent,Cleaning Supplies
4223,07-10-2015,onions,Vegetables
4190,27-12-2015,newspapers,Bakery
4695,22-07-2015,newspapers,Bakery
1421,23-02-2015,newspapers,Bakery
3293,09-05-2015,misc. beverages,Beverages
3543,25-02-2015,pastry,Bakery
1153,26-10-2015,mustard,Condiments
4097,14-11-2015,vinegar,Condiments
1073,03-12-2015,dishes,Seafood
3390,21-02-2015,frozen meals,Frozen
1768,19-05-2015,long life bakery product,Bakery
1186,26-04-2015,canned fruit,Fruits
4138,04-09-2015,detergent,Cleaning Supplies
2816,11-10-2015,salty snack,Snacks
2568,19-05-2015,flour,Grains & Pasta
4512,07-03-2015,red/blush wine,Beverages
1628,19-11-2015,bottled water,Beverages
3911,05-03-2015,margarine,Meat
3736,31-03-2015,candy,Snacks
4644,02-07-2015,brown bread,Bakery
1583,31-05-2015,fruit/vegetable juice,Fruits
3338,17-08-2015,whole milk,Dairy
2427,08-01-2015,whipped/sour cream,Dairy
1302,26-08-2015,rolls/buns,Bakery
4499,29-10-2015,brandy,Beverages
1785,03-02-2015,soda,Beverages
3961,24-12-2015,processed cheese,Dairy
2326,16-07-2015,UHT-milk,Dairy
1319,18-08-2015,pastry,Bakery
2370,06-05-2015,shopping bags,Dry Goods
3332,31-01-2015,oil,Condiments
2473,01-07-2015,chewing gum,Snacks
2810,30-12-2015,whipped/sour cream,Dairy
1033,22-04-2015,rolls/buns,Bakery
4222,27-05-2015,flour,Grains & Pasta
3679,21-09-2015,newspapers,Bakery
2212,27-08-2015,newspapers,Bakery
1507,22-06-2015,sugar,Snacks
2870,21-01-2015,specialty bar,Bakery
3429,26-04-2015,rolls/buns,Bakery
4148,09-04-2015,newspapers,Bakery
2970,30-12-2015,rolls/buns,Bakery
2013,30-08-2015,domestic eggs,Household
3967,30-05-2015,specialty bar,Bakery
2885,15-05-2015,rolls/buns,Bakery
3935,02-07-2015,rolls/buns,Bakery
3283,01-05-2015,mayonnaise,Condiments
3268,06-11-2015,rolls/buns,Bakery
3677,30-04-2015,canned fish,Canned Goods
3495,27-06-2015,yogurt,Dairy
1410,04-10-2015,white bread,Bakery
2440,06-06-2015,bottled water,Beverages
4088,13-01-2015,curd,Meat
2469,23-09-2015,cream cheese ,Dairy
4229,06-03-2015,rolls/buns,Bakery
2728,02-08-2015,butter milk,Dairy
4694,25-01-2015,brown bread,Bakery
2836,29-12-2015,shopping bags,Dry Goods
1311,12-02-2015,mustard,Condiments
1760,23-01-2015,sugar,Snacks
3656,02-03-2015,whole milk,Dairy
3720,28-05-2015,candles,Beverages
2996,26-09-2015,hygiene articles,Personal Care
1949,22-07-2015,frozen vegetables,Vegetables
4498,11-02-2015,cream cheese ,Dairy
2447,28-12-2015,soups,Meat
1952,23-03-2015,hygiene articles,Personal Care
4099,27-01-2015,fruit/vegetable juice,Fruits
1804,12-03-2015,root vegetables,Vegetables
1510,16-05-2015,rolls/buns,Bakery
2879,18-04-2015,rolls/buns,Bakery
4899,12-03-2015,salt,Seafood
4326,29-09-2015,rolls/buns,Bakery
1670,17-05-2015,soda,Beverages
1117,24-05-2015,whipped/sour cream,Dairy
1346,03-04-2015,sweet spreads,Fruits
1178,15-11-2015,jam,Snacks
1649,25-06-2015,bottled beer,Beverages
4651,21-06-2015,chewing gum,Snacks
4243,02-04-2015,hygiene articles,Personal Care
4429,21-07-2015,pot plants,Vegetables
4645,25-07-2015,fruit/vegetable juice,Fruits
4019,24-07-2015,domestic eggs,Household
4459,26-04-2015,frozen meals,Frozen
3006,27-12-2015,frozen fish,Frozen
1834,17-09-2015,frozen vegetables,Vegetables
3236,04-07-2015,whipped/sour cream,Dairy
1765,11-03-2015,whipped/sour cream,Dairy
3855,09-03-2015,chocolate,Dairy
4392,28-11-2015,shopping bags,Dry Goods
3330,26-07-2015,curd,Meat
1723,02-09-2015,whipped/sour cream,Dairy
4110,30-03-2015,bottled water,Beverages
2600,28-01-2015,frozen vegetables,Vegetables
2946,07-10-2015,pasta,Grains & Pasta
2426,08-09-2015,whipped/sour cream,Dairy
4170,03-05-2015,instant coffee,Beverages
1109,06-04-2015,margarine,Meat
3429,04-01-2015,hard cheese,Dairy
2055,04-02-2015,pip fruit,Fruits
2480,20-09-2015,other vegetables,Vegetables
2441,30-05-2015,whole milk,Dairy
1054,04-10-2015,margarine,Meat
4818,11-01-2015,roll products ,Baby Products
3379,21-01-2015,whipped/sour cream,Dairy
3939,10-02-2015,ketchup,Condiments
1367,05-08-2015,yogurt,Dairy
1043,10-01-2015,whole milk,Dairy
2231,17-10-2015,napkins,Condiments
3235,28-12-2015,margarine,Meat
4554,16-07-2015,male cosmetics,Baby Products
3245,24-01-2015,pip fruit,Fruits
2996,19-05-2015,newspapers,Bakery
2507,05-01-2015,long life bakery product,Bakery
4186,25-10-2015,oil,Condiments
3929,28-04-2015,frozen vegetables,Vegetables
3760,22-11-2015,beverages,Beverages
4928,18-08-2015,cake bar,Bakery
4217,18-12-2015,bottled beer,Beverages
1174,11-02-2015,fruit/vegetable juice,Fruits
4103,19-06-2015,newspapers,Bakery
4408,13-03-2015,cream cheese ,Dairy
